T0446787B,2PSC1,C,ACTIVE,0
T0347950H,2PSC1,B,ACTIVE,0
T0415238C,2CSP1,B,ACTIVE,0
T0428498J,2CSP1,B,ACTIVE,0
T0394612B,2CSP1,B,ACTIVE,0
T0486933D,2CSP1,C,ACTIVE,75
T0472183C,2CSP1,C,ACTIVE,0
T0382290C,2CSC1,A,ACTIVE,0
T0380749A,2CSC1,A,ACTIVE,100
T0346943Z,2CSC1,A,ACTIVE,0
T0311565D,2CSC1,B,ACTIVE,0
T0352422H,2CSC1,B,ACTIVE,50
T0375173I,2BSP1,B,ACTIVE,0
T0428459Z,2BSP1,A,ACTIVE,0
T0315245B,2BSP1,B,STOP,50
T0420095G,2BSP1,C,ACTIVE,0
T0400585B,2BSP1,B,ACTIVE,0
T0469814I,2BSC1,A,ACTIVE,0
T0427566C,2BSC1,B,ACTIVE,0
T0456173I,2BSC1,A,ACTIVE,0
T0399952H,2BSC1,B,ACTIVE,0
T0470327D,2BSC1,A,ACTIVE,0
T0160014H,3PJ11,B,ACTIVE,0
T0105816E,3PJ11,C,ACTIVE,0
T0114414B,3PJ11,D,STOP,0
T0077250F,3PJ11,A,ACTIVE,0
T0064462A,3PJ11,A,ACTIVE,75
T0098741C,3PJ21,A,ACTIVE,0
T0278265G,3PJ21,D,ACTIVE,0
T0027260J,3PJ21,B,ACTIVE,0
T0298959F,3PJ21,A,ACTIVE,0
T0286104B,3PJ21,A,ACTIVE,0
T0360016A,3PSP1,A,ACTIVE,25
T0339976H,3PSP1,B,ACTIVE,0
T0370584B,3PSP1,C,ACTIVE,0
T0416731C,3PSP1,B,ACTIVE,0
T0475052C,3PSP1,A,ACTIVE,0
T0414405D,3PSC1,B,ACTIVE,0
T0323770I,3PSC1,A,ACTIVE,75
T0318964Z,3PSC1,A,ACTIVE,0
T0311463A,3PSC1,B,ACTIVE,0
T0412643I,3PSC1,B,ACTIVE,50
T0114372C,3CJ11,A,ACTIVE,0
T0064799Z,3CJ11,A,ACTIVE,0
T0103384G,3CJ11,B,ACTIVE,0
T0195790I,3CJ11,B,ACTIVE,0
T0059539F,3CJ11,C,STOP,0
T0246662C,3CJ21,A,ACTIVE,0
T0136441Z,3CJ21,B,ACTIVE,0
T0149166G,3CJ21,B,ACTIVE,0
T0054505D,3CJ21,A,ACTIVE,0
T0298959F,3CJ21,A,ACTIVE,50
T0335003C,3CSP1,B,ACTIVE,0
T0385717J,3CSP1,B,ACTIVE,0
T0397413D,3CSP1,A,ACTIVE,0
T0325649E,3CSP1,A,ACTIVE,0
T0488317E,3CSP1,A,ACTIVE,0
T0439557Z,3CSC1,B,ACTIVE,0
T0356804G,3CSC1,B,ACTIVE,25
T0495425J,3CSC1,B,ACTIVE,0
T0487431A,3CSC1,A,ACTIVE,0
T0478576I,3CSC1,A,ACTIVE,50
T0274415A,3BJ11,A,ACTIVE,0
T0099198D,3BJ11,A,ACTIVE,0
T0121806E,3BJ11,A,ACTIVE,0
T0022769I,3BJ11,A,ACTIVE,0
T0178485J,3BJ11,A,ACTIVE,0
T0016772F,3BJ21,A,ACTIVE,0
T0280162G,3BJ21,A,ACTIVE,0
T0199873G,3BJ21,B,ACTIVE,0
T0246893F,3BJ21,B,ACTIVE,25
T0102907F,3BJ21,A,ACTIVE,0
T0468915H,3BSP1,B,ACTIVE,0
T0314361E,3BSP1,B,ACTIVE,0
T0427157I,3BSP1,A,ACTIVE,0
T0411475I,3BSP1,A,ACTIVE,0
T0495425J,3BSP1,B,ACTIVE,0
T0332230G,3BSC1,C,STOP,0
T0470311H,3BSC1,B,ACTIVE,0
T0457484I,3BSC1,C,ACTIVE,75
T0439814E,3BSC1,A,ACTIVE,0
T0423542D,3BSC1,A,ACTIVE,0
T0151219B,4MJ11,A,ACTIVE,0
T0132868E,4MJ11,B,ACTIVE,0
T0066022H,4MJ11,B,ACTIVE,0
T0177851F,4MJ11,A,ACTIVE,0
T0238136I,4MJ11,B,ACTIVE,0
T0051001C,4MJ12,A,ACTIVE,0
T0065105I,4MJ12,B,ACTIVE,0
T0289383A,4MJ12,B,ACTIVE,0
T0145052I,4MJ12,A,ACTIVE,0
T0168329I,4MJ12,B,ACTIVE,0
T0132369A,4MJ21,C,STOP,50
T0049662B,4MJ21,B,ACTIVE,0
T0227657C,4MJ21,A,STOP,0
T0042974G,4MJ21,B,ACTIVE,50
T0150861F,4MJ21,A,ACTIVE,0
T0059046G,4MJ22,B,ACTIVE,0
T0094271A,4MJ22,B,ACTIVE,0
T0184746A,4MJ22,B,ACTIVE,0
T0205658A,4MJ22,C,ACTIVE,0
T0169218B,4MJ22,A,ACTIVE,0
T0058755E,4PJ11,A,ACTIVE,0
T0167407I,4PJ11,B,ACTIVE,50
T0282602F,4PJ11,B,ACTIVE,0
T0220702D,4PJ11,C,STOP,0
T0053002B,4PJ11,A,ACTIVE,0
T0269820F,4PJ21,A,ACTIVE,0
T0217601C,4PJ21,A,ACTIVE,50
T0274031H,4PJ21,A,ACTIVE,0
T0130939G,4PJ21,B,ACTIVE,0
T0094271A,4PJ21,A,ACTIVE,0
T0298001G,4CJ11,A,ACTIVE,0
T0185718A,4CJ11,B,ACTIVE,0
T0198999A,4CJ11,C,STOP,50
T0159686H,4CJ11,B,ACTIVE,0
T0129063G,4CJ11,A,ACTIVE,0
T0213170B,4CJ21,B,ACTIVE,0
T0196621E,4CJ21,B,ACTIVE,0
T0183410F,4CJ21,B,ACTIVE,0
T0286832B,4CJ21,A,ACTIVE,0
T0070780A,4CJ21,A,ACTIVE,0
T0184360A,4BJ11,B,ACTIVE,0
T0291235F,4BJ11,A,ACTIVE,0
T0052860E,4BJ11,B,ACTIVE,0
T0268605D,4BJ11,A,ACTIVE,75
T0103322G,4BJ11,B,ACTIVE,0
T0144164C,4BJ21,B,ACTIVE,0
T0070780A,4BJ21,B,ACTIVE,0
T0121114A,4BJ21,C,ACTIVE,0
T0223949Z,4BJ21,A,ACTIVE,0
T0076095H,4BJ21,A,ACTIVE,0
